demo run with success.

log:

1.09048 0.23017 0.54182 0.10298
1.09286 0.22877 0.54167 0.10344
1.09524 0.22739 0.54152 0.10393
1.09762 0.22603 0.54138 0.10445
1.10000 0.22470 0.54123 0.10502
1.10238 0.22338 0.54109 0.10562
1.10476 0.22209 0.54095 0.10625
1.10714 0.22082 0.54082 0.10693
1.10952 0.21957 0.54069 0.10764
1.11190 0.21836 0.54056 0.10838
1.11429 0.21717 0.54044 0.10917
1.11667 0.21600 0.54032 0.10999
1.11905 0.21487 0.54020 0.11084
1.12143 0.21376 0.54009 0.11173
1.12381 0.21268 0.53999 0.11266
1.12619 0.21163 0.53989 0.11362
1.12857 0.21061 0.53979 0.11461
1.13095 0.20962 0.53970 0.11564
1.13333 0.20866 0.53962 0.11670
1.13571 0.20774 0.53954 0.11779
1.13810 0.20684 0.53947 0.11892
1.14048 0.20598 0.53940 0.12008
1.14286 0.20514 0.53934 0.12126
1.14524 0.20435 0.53929 0.12248
1.14762 0.20358 0.53924 0.12373
1.15000 0.20284 0.53919 0.12501
1.15238 0.20214 0.53915 0.12631
1.15476 0.20148 0.53912 0.12764
1.15714 0.20084 0.53909 0.12900
1.15952 0.20024 0.53907 0.13038
1.16190 0.19968 0.53905 0.13178
1.16429 0.19915 0.53904 0.13321
1.16667 0.19866 0.53903 0.13466
1.16905 0.19820 0.53903 0.13614
1.17143 0.19777 0.53903 0.13763
1.17381 0.19739 0.53903 0.13914
1.17619 0.19704 0.53904 0.14067
1.17857 0.19673 0.53906 0.14222
1.18095 0.19645 0.53908 0.14379
1.18333 0.19621 0.53910 0.14537
1.18571 0.19601 0.53912 0.14697
1.18810 0.19585 0.53915 0.14858
1.19048 0.19572 0.53918 0.15020
1.19286 0.19564 0.53922 0.15183
1.19524 0.19559 0.53926 0.15348
1.19762 0.19558 0.53930 0.15513
1.20000 0.19560 0.53934 0.15680
1.20238 0.19567 0.53939 0.15847
1.20476 0.19577 0.53943 0.16015
1.20714 0.19591 0.53948 0.16184
1.20952 0.19609 0.53954 0.16353
1.21190 0.19630 0.53959 0.16523
1.21429 0.19655 0.53965 0.16694
1.21667 0.19683 0.53970 0.16864
1.21905 0.19715 0.53976 0.17035
1.22143 0.19751 0.53982 0.17206
1.22381 0.19790 0.53989 0.17377
1.22619 0.19832 0.53995 0.17549
