demo run with success.

log:

#!/bin/bash
source /home/amd_clmc/team/workspace/devel/setup.bash
cd /home/amd_clmc/team/workspace/devel/lib/amd_clmc_dmp/
chmod +x amd_clmc_dmp_cart_dmp_single_traj_training_demo
./amd_clmc_dmp_cart_dmp_single_traj_training_demo /home/amd_clmc/team/workspace/devel


1.34286 0.22947 0.54624 0.20377
1.34524 0.23047 0.54634 0.20426
1.34762 0.23148 0.54643 0.20472
1.35000 0.23250 0.54653 0.20515
1.35238 0.23352 0.54663 0.20555
1.35476 0.23454 0.54673 0.20591
1.35714 0.23557 0.54683 0.20625
1.35952 0.23661 0.54694 0.20654
1.36190 0.23764 0.54705 0.20681
1.36429 0.23869 0.54716 0.20704
1.36667 0.23973 0.54727 0.20724
1.36905 0.24079 0.54738 0.20741
1.37143 0.24184 0.54750 0.20754
1.37381 0.24290 0.54762 0.20764
1.37619 0.24396 0.54774 0.20770
1.37857 0.24502 0.54786 0.20773
1.38095 0.24609 0.54799 0.20772
1.38333 0.24715 0.54811 0.20769
1.38571 0.24822 0.54824 0.20761
1.38810 0.24929 0.54838 0.20750
1.39048 0.25037 0.54851 0.20736
1.39286 0.25144 0.54865 0.20719
1.39524 0.25252 0.54879 0.20698
1.39762 0.25360 0.54893 0.20673
1.40000 0.25468 0.54907 0.20646
1.40238 0.25575 0.54921 0.20614
1.40476 0.25683 0.54936 0.20580
1.40714 0.25791 0.54950 0.20542
1.40952 0.25899 0.54965 0.20501
1.41190 0.26007 0.54980 0.20456
1.41429 0.26115 0.54995 0.20408
1.41667 0.26223 0.55011 0.20357
1.41905 0.26331 0.55026 0.20303
1.42143 0.26439 0.55041 0.20245
1.42381 0.26547 0.55057 0.20184
1.42619 0.26654 0.55072 0.20120
1.42857 0.26761 0.55088 0.20052
1.43095 0.26869 0.55104 0.19982
1.43333 0.26976 0.55119 0.19908
1.43571 0.27083 0.55135 0.19831
1.43810 0.27189 0.55151 0.19751
1.44048 0.27295 0.55166 0.19668
1.44286 0.27402 0.55182 0.19582
1.44524 0.27507 0.55198 0.19493
1.44762 0.27613 0.55213 0.19400
1.45000 0.27718 0.55229 0.19305
1.45238 0.27823 0.55244 0.19207
1.45476 0.27927 0.55260 0.19106
1.45714 0.28031 0.55275 0.19002
1.45952 0.28135 0.55290 0.18895
1.46190 0.28238 0.55305 0.18785
1.46429 0.28341 0.55320 0.18673
1.46667 0.28443 0.55335 0.18557
1.46905 0.28545 0.55349 0.18439
1.47143 0.28646 0.55363 0.18319
1.47381 0.28747 0.55378 0.18195
1.47619 0.28847 0.55392 0.18069
1.47857 0.28947 0.55405 0.17941
1.48095 0.29046 0.55419 0.17810
1.48333 0.29144 0.55432 0.17676
1.48571 0.29242 0.55445 0.17540
1.48810 0.29339 0.55458 0.17402
1.49048 0.29436 0.55471 0.17261
1.49286 0.29531 0.55483 0.17118
1.49524 0.29626 0.55495 0.16973
1.49762 0.29720 0.55506 0.16825
1.50000 0.29813 0.55517 0.16676
1.50238 0.29905 0.55528 0.16524
1.50476 0.29997 0.55539 0.16370
1.50714 0.30087 0.55549 0.16214
1.50952 0.30176 0.55559 0.16056
1.51190 0.30265 0.55568 0.15897
1.51429 0.30352 0.55577 0.15735
1.51667 0.30438 0.55585 0.15572
1.51905 0.30524 0.55593 0.15407
1.52143 0.30608 0.55601 0.15240
1.52381 0.30691 0.55608 0.15072
1.52619 0.30773 0.55614 0.14902
1.52857 0.30853 0.55620 0.14730
1.53095 0.30933 0.55626 0.14557
1.53333 0.31011 0.55631 0.14383
1.53571 0.31088 0.55635 0.14207
1.53810 0.31164 0.55639 0.14029
1.54048 0.31238 0.55643 0.13851
1.54286 0.31311 0.55645 0.13671
1.54524 0.31383 0.55648 0.13490
1.54762 0.31454 0.55650 0.13308
1.55000 0.31523 0.55651 0.13125
1.55238 0.31591 0.55652 0.12941
1.55476 0.31657 0.55652 0.12756
1.55714 0.31723 0.55651 0.12569
1.55952 0.31786 0.55650 0.12383
1.56190 0.31849 0.55649 0.12195
1.56429 0.31910 0.55647 0.12006
1.56667 0.31970 0.55644 0.11817
